week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
2.1,1,7.18,100,Blue,Team,Team,Royal Never Give Up,NA,Gragas,Xayah,Alistar,Taliyah,Lucian,38.75,1,13,3,34,13,3,NA,NA,NA,NA,0,0,1,1.7312166666666666,0.33548387096774196,0.07741935483870968,0.41290322580645167,0,11.984816666666667,1,3,1,3,0,0,0,1,0,0,1,19.033283333333333,1,17.664066666666667,1,1,11,3,1,32.74796666666666,1,0,84182,2172.4387096774194,NA,NA,124,3.2,1,43,1.1096774193548387,34,36,0.56,0.31868131868131866,77133,1345.6,70625,0.16011622572258755,1067,229,129,29,33.44516129032258,14485,15920,-1435,23725,23999,-274,18283,19687,-1404,301,323,-22,504,519,-15
2.1,1,7.18,200,Red,Team,Team,Fenerbahce Esports,NA,Kalista,Jarvan IV,Sejuani,Shen,Galio,38.75,0,3,13,7,3,13,NA,NA,NA,NA,1,1,0,1.7312166666666666,0.07741935483870968,0.33548387096774196,0.41290322580645167,1,11.984816666666667,3,1,3,1,1,0,0,2,0,0,0,19.033283333333333,0,17.664066666666667,0,0,3,11,0,32.74796666666666,0,1,74321,1917.9612903225807,NA,NA,116,2.9935483870967743,1,52,1.3419354838709678,21,22,0.625,0.32142857142857145,65676,1049.9354838709676,60155,-0.16011622572258755,1197,196,124,1,35.94838709677419,15920,14485,1435,23999,23725,274,19687,18283,1404,323,301,22,519,504,15
2.1,2,7.18,1,Blue,Top,Expect,G2 Esports,Shen,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,3,2,0,5,9,1,0,0,0,1,0,0,5.257466666666667,0.108499095840868,0.07233273056057866,0.5063291139240507,0,10.216683333333334,0,2,0,0,0,0,0,0,0,0,1,NA,0,19.647650000000002,1,0,3,8,0,25.3172,0,1,9820,355.15370705244123,0.2426668643586132,0.25404135688771895,11,0.39783001808318263,0.13253012048192772,4,0.14466546112115733,2,3,NA,NA,10453,246.41735985533458,9625,0.06711409395973154,233,20,4,0,9.150090415913201,3332,3046,286,4888,4874,14,4258,4200,58,71,78,-7,117,139,-22
2.1,2,7.18,2,Blue,Jungle,Trick,G2 Esports,Ivern,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,0,2,3,5,9,0,0,0,0,0,1,0,5.257466666666667,0,0.03616636528028933,0.5063291139240507,0,10.216683333333334,0,2,0,2,0,0,0,0,0,0,1,NA,0,19.647650000000002,1,0,3,8,0,25.3172,0,1,3254,117.68535262206149,0.0804111992487706,0.1694782290959799,16,0.5786618444846293,0.1927710843373494,6,0.216998191681736,9,9,NA,NA,8185,164.39204339963837,8075,-0.03048780487804878,9,72,61,7,2.9294755877034357,3096,3002,94,4566,4327,239,3596,3357,239,33,53,-20,53,74,-21
2.1,2,7.18,3,Blue,Middle,Perkz,G2 Esports,Corki,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,0,2,2,5,9,0,0,0,0,0,0,0,5.257466666666667,0,0.18083182640144665,0.5063291139240507,0,10.216683333333334,0,2,0,0,0,0,0,0,0,0,1,NA,0,19.647650000000002,1,0,3,8,0,25.3172,0,1,10912,394.6473779385172,0.269651815059184,0.2559429087031417,10,0.3616636528028933,0.12048192771084337,5,0.18083182640144665,4,4,NA,NA,10504,248.26184448462934,9733,-0.12673819948996776,277,5,5,0,10.198915009041592,3418,3389,29,5157,5173,-16,4758,5040,-282,96,91,5,149,143,6
2.1,2,7.18,4,Blue,ADC,Zven,G2 Esports,Xayah,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,2,1,0,5,9,0,0,0,0,0,0,0,5.257466666666667,0.07233273056057866,0.03616636528028933,0.5063291139240507,0,10.216683333333334,0,2,0,0,0,0,0,0,0,0,1,NA,0,19.647650000000002,1,0,3,8,0,25.3172,0,1,13665,494.2133815551537,0.33768255615686854,0.23193115636721576,13,0.47016274864376134,0.1566265060240964,7,0.25316455696202533,3,3,NA,NA,9860,224.970705244123,9175,-0.07349081364829396,245,2,2,0,8.933092224231466,2953,3467,-514,4968,4979,-11,2946,3426,-480,74,95,-21,125,136,-11
2.1,2,7.18,5,Blue,Support,Mithy,G2 Esports,Alistar,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,0,2,2,5,9,0,0,0,0,0,0,0,5.257466666666667,0,0,0.5063291139240507,0,10.216683333333334,0,2,0,0,0,0,0,0,0,0,1,NA,0,19.647650000000002,1,0,3,8,0,25.3172,0,1,2816,101.84448462929475,0.06958756517656361,0.08860634894594373,33,1.193490054249548,0.39759036144578314,6,0.216998191681736,5,6,NA,NA,6016,85.94719710669078,5600,-0.26356589147286824,8,0,0,0,0.28933092224231466,1906,2317,-411,3002,3638,-636,2506,2747,-241,1,29,-28,4,51,-47
2.1,2,7.18,6,Red,Top,CuVee,Samsung Galaxy,Cho'gath,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,2,1,5,9,5,0,0,0,0,0,0,1,5.257466666666667,0.07233273056057866,0.108499095840868,0.5063291139240507,0,10.216683333333334,2,0,0,0,0,0,0,0,0,0,0,NA,1,19.647650000000002,0,1,8,3,1,25.3172,1,0,15567,563.001808318264,0.3255877185643771,0.22000529583736378,16,0.5786618444846293,0.1702127659574468,3,0.108499095840868,4,4,NA,NA,11782,294.48245931283907,9000,-0.06711409395973154,255,27,4,5,10.198915009041592,3046,3332,-286,4874,4888,-14,4200,4258,-58,78,71,7,139,117,22
2.1,2,7.18,7,Red,Jungle,Ambition,Samsung Galaxy,Gragas,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,1,1,4,9,5,0,0,0,0,0,0,0,5.257466666666667,0.03616636528028933,0,0.5063291139240507,1,10.216683333333334,2,0,2,0,1,0,0,1,0,0,0,NA,1,19.647650000000002,0,1,8,3,1,25.3172,1,0,3240,117.17902350813743,0.06776541454028277,0.16169704567929924,29,1.0488245931283906,0.30851063829787234,15,0.5424954792043399,8,9,NA,NA,9624,216.43544303797472,8325,0.03048780487804878,27,101,69,9,4.6292947558770345,3002,3096,-94,4327,4566,-239,3357,3596,-239,53,33,20,74,53,21
2.1,2,7.18,8,Red,Middle,Crown,Samsung Galaxy,Taliyah,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,5,0,2,9,5,1,0,0,0,0,0,0,5.257466666666667,0.18083182640144665,0,0.5063291139240507,0,10.216683333333334,2,0,0,0,0,0,0,0,0,0,0,NA,1,19.647650000000002,0,1,8,3,1,25.3172,1,0,16078,581.4828209764919,0.3362754120304526,0.24651150223451918,13,0.47016274864376134,0.13829787234042554,6,0.216998191681736,4,4,NA,NA,12763,329.96166365280294,11050,0.12673819948996776,264,9,4,5,9.873417721518987,3389,3418,-29,5173,5157,16,5040,4758,282,91,96,-5,143,149,-6
2.1,2,7.18,9,Red,ADC,Ruler,Samsung Galaxy,Varus,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,1,2,6,9,5,0,0,0,0,0,0,0,5.257466666666667,0.03616636528028933,0.07233273056057866,0.5063291139240507,0,10.216683333333334,2,0,0,0,0,0,0,0,0,0,0,NA,1,19.647650000000002,0,1,8,3,1,25.3172,1,0,10553,381.66365280289335,0.22071864803814942,0.23089418592712282,13,0.47016274864376134,0.13829787234042554,7,0.25316455696202533,5,5,NA,NA,12185,309.0575045207957,9875,0.07349081364829396,264,14,14,0,10.054249547920435,3467,2953,514,4979,4968,11,3426,2946,480,95,74,21,136,125,11
2.1,2,7.18,10,Red,Support,CoreJJ,Samsung Galaxy,Taric,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,0,1,7,9,5,0,0,0,0,0,0,0,5.257466666666667,0,0,0.5063291139240507,0,10.216683333333334,2,0,0,0,0,0,0,0,0,0,0,NA,1,19.647650000000002,0,1,8,3,1,25.3172,1,0,2374,85.85895117540687,0.04965280682673806,0.14089197032169512,23,0.8318264014466547,0.24468085106382978,6,0.216998191681736,4,6,NA,NA,8854,188.58734177215192,7300,0.26356589147286824,92,0,0,0,3.3273056057866186,2317,1906,411,3638,3002,636,2747,2506,241,29,1,28,51,4,47
2.1,2,7.18,100,Blue,Team,Team,G2 Esports,NA,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,5,9,7,5,9,NA,NA,NA,NA,1,1,0,5.257466666666667,0.18083182640144665,0.325497287522604,0.5063291139240507,0,10.216683333333334,0,2,0,2,0,0,0,0,0,0,1,19.85125,0,19.647650000000002,1,0,3,8,0,25.3172,0,1,40467,1463.5443037974685,NA,NA,83,3.0018083182640147,1,28,1.0126582278481013,23,25,0.4444444444444444,0.23880597014925373,45018,969.989150090416,42208,-0.07616399644476857,772,99,72,7,31.50090415913201,14705,15221,-516,22581,22991,-410,18064,18770,-706,275,346,-71,448,543,-95
2.1,2,7.18,200,Red,Team,Team,Samsung Galaxy,NA,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,9,5,24,9,5,NA,NA,NA,NA,0,0,1,5.257466666666667,0.325497287522604,0.18083182640144665,0.5063291139240507,1,10.216683333333334,2,0,2,0,1,0,0,1,0,0,0,19.85125,1,19.647650000000002,0,1,8,3,1,25.3172,1,0,47812,1729.1862567811936,NA,NA,94,3.399638336347197,1,37,1.3381555153707052,25,28,0.7142857142857143,0.30357142857142855,55208,1338.5244122965642,45550,0.07616399644476857,902,151,91,19,38.08318264014466,15221,14705,516,22991,22581,410,18770,18064,706,346,275,71,543,448,95
2.1,3,7.18,1,Blue,Top,Khan,Longzhu Gaming,Jarvan IV,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,2,2,9,13,10,0,0,0,0,0,0,0,8.534066666666666,0.06655574043261231,0.033277870216306155,0.7653910149750416,0,9.86185,1,2,0,1,0,0,0,0,0,0,0,NA,0,13.1775,1,1,9,2,1,24.660266666666665,1,0,9903,329.55074875207987,0.19200046531466905,0.20207117971155406,19,0.632279534109817,0.18446601941747573,7,0.23294509151414308,7,7,NA,NA,11914,265.5800332778702,11125,0.14457831325301204,218,40,22,0,8.585690515806988,3089,3037,52,5009,5289,-280,4332,4463,-131,77,77,0,144,132,12
2.1,3,7.18,2,Blue,Jungle,Cuzz,Longzhu Gaming,Kha'zix,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,2,3,4,13,10,0,0,0,0,0,0,0,8.534066666666666,0.06655574043261231,0.06655574043261231,0.7653910149750416,1,9.86185,1,2,1,1,1,0,0,0,0,0,0,NA,0,13.1775,1,1,9,2,1,24.660266666666665,1,0,5223,173.81031613976705,0.10126410485090542,0.15938158321179713,29,0.9650582362728786,0.2815533980582524,5,0.16638935108153077,7,9,NA,NA,10228,209.47354409317805,8750,-0.04009407548437675,6,117,76,19,4.093178036605657,2916,2779,137,4425,4819,-394,3069,3177,-108,51,33,18,70,63,7
2.1,3,7.18,3,Blue,Middle,Bdd,Longzhu Gaming,Taliyah,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,3,0,7,13,10,0,0,0,0,0,0,0,8.534066666666666,0.09983361064891846,0.13311148086522462,0.7653910149750416,0,9.86185,1,2,0,0,0,0,0,0,0,0,0,NA,0,13.1775,1,1,9,2,1,24.660266666666665,1,0,14157,471.11480865224627,0.27447749040288494,0.2336452762923351,14,0.46589018302828616,0.13592233009708737,7,0.23294509151414308,1,1,NA,NA,13161,307.077537437604,11325,0.035497640979555156,278,20,6,6,9.916805324459235,3527,3355,172,5468,5312,156,4832,4589,243,88,86,2,149,141,8
2.1,3,7.18,4,Blue,ADC,Pray,Longzhu Gaming,Tristana,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,5,1,5,13,10,1,0,0,0,0,0,0,8.534066666666666,0.16638935108153077,0.033277870216306155,0.7653910149750416,0,9.86185,1,2,0,0,0,0,0,0,0,0,0,NA,0,13.1775,1,1,9,2,1,24.660266666666665,1,0,19511,649.2845257903494,0.37828143782232737,0.2663081348241776,11,0.36605657237936773,0.10679611650485436,7,0.23294509151414308,0,1,NA,NA,14451,350.0059900166389,13025,0.19831223628691982,298,3,3,0,10.016638935108153,3042,3190,-148,4822,5067,-245,3215,2941,274,74,82,-8,130,123,7
2.1,3,7.18,5,Blue,Support,GorillA,Longzhu Gaming,Karma,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,1,4,9,13,10,0,0,0,0,0,0,1,8.534066666666666,0.033277870216306155,0.06655574043261231,0.7653910149750416,0,9.86185,1,2,0,0,0,0,0,0,0,0,0,NA,0,13.1775,1,1,9,2,1,24.660266666666665,1,0,2784,92.64559068219634,0.05397650160921323,0.1385938259601361,30,0.9983361064891847,0.2912621359223301,5,0.16638935108153077,6,6,NA,NA,9407,182.1524126455907,8175,0,10,0,0,0,0.33277870216306155,1974,2411,-437,3015,4133,-1118,2143,2657,-514,2,0,2,5,4,1
2.1,3,7.18,6,Red,Top,Flame,Immortals,Maokai,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,1,1,4,10,13,0,0,0,0,0,0,0,8.534066666666666,0.033277870216306155,0.06655574043261231,0.7653910149750416,0,9.86185,2,1,1,0,1,0,0,0,0,0,1,NA,1,13.1775,0,0,2,9,0,24.660266666666665,0,1,7299,242.89517470881864,0.16728547854785478,0.19748063399715599,13,0.43261231281198004,0.13829787234042554,6,0.19966722129783693,3,3,NA,NA,10016,202.41863560732114,9625,-0.14457831325301204,243,1,0,0,8.119800332778702,3037,3089,-52,5289,5009,280,4463,4332,131,77,77,0,132,144,-12
2.1,3,7.18,7,Red,Jungle,Xmithie,Immortals,Ezreal,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,2,4,6,10,13,0,0,0,0,0,1,0,8.534066666666666,0.06655574043261231,0.06655574043261231,0.7653910149750416,0,9.86185,2,1,1,1,0,1,0,0,0,0,1,NA,1,13.1775,0,0,2,9,0,24.660266666666665,0,1,13083,435.37437603993345,0.29984873487348734,0.1871564279545735,22,0.7321131447587355,0.23404255319148937,8,0.26622296173044924,6,8,NA,NA,9698,191.83627287853577,9108,0.04009407548437675,35,92,63,0,4.226289517470882,2779,2916,-137,4819,4425,394,3177,3069,108,33,51,-18,63,70,-7
2.1,3,7.18,8,Red,Middle,Pobelter,Immortals,Ryze,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,4,2,3,10,13,1,0,0,0,0,1,0,8.534066666666666,0.13311148086522462,0.09983361064891846,0.7653910149750416,0,9.86185,2,1,0,0,0,0,0,0,0,0,1,NA,1,13.1775,0,0,2,9,0,24.660266666666665,0,1,11854,394.4758735440932,0.27168133480014667,0.2480302843377249,14,0.46589018302828616,0.14893617021276595,4,0.13311148086522462,3,4,NA,NA,11573,254.2322795341098,10930,-0.035497640979555156,257,14,4,1,9.018302828618967,3355,3527,-172,5312,5468,-156,4589,4832,-243,86,88,-2,141,149,-8
2.1,3,7.18,9,Red,ADC,Cody Sun,Immortals,Varus,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,1,2,5,10,13,0,0,0,0,0,1,0,8.534066666666666,0.033277870216306155,0.16638935108153077,0.7653910149750416,0,9.86185,2,1,0,0,0,0,0,0,0,0,1,NA,1,13.1775,0,0,2,9,0,24.660266666666665,0,1,5712,190.08319467554077,0.13091309130913092,0.21913549384118905,10,0.33277870216306155,0.10638297872340426,10,0.33277870216306155,1,3,NA,NA,10683,224.61497504159735,10675,-0.19831223628691982,250,6,5,0,8.519134775374376,3190,3042,148,5067,4822,245,2941,3215,-274,82,74,8,123,130,-7
2.1,3,7.18,10,Red,Support,Olleh,Immortals,Morgana,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,2,4,4,10,13,0,0,0,0,1,0,0,8.534066666666666,0.06655574043261231,0.033277870216306155,0.7653910149750416,0,9.86185,2,1,0,0,0,0,0,0,0,0,1,NA,1,13.1775,0,0,2,9,0,24.660266666666665,0,1,5684,189.15141430948418,0.13027136046938026,0.14819715986935658,35,1.1647254575707155,0.3723404255319149,8,0.26622296173044924,9,12,NA,NA,8498,151.90282861896839,8175,0,12,0,0,0,0.39933444259567386,2411,1974,437,4133,3015,1118,2657,2143,514,0,2,-2,4,5,-1
2.1,3,7.18,100,Blue,Team,Team,Longzhu Gaming,NA,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,13,10,34,13,10,NA,NA,NA,NA,0,0,1,8.534066666666666,0.43261231281198004,0.33277870216306155,0.7653910149750416,1,9.86185,1,2,1,2,1,0,0,0,0,0,0,19.164916666666667,0,13.1775,1,1,9,2,1,24.660266666666665,1,0,51578,1716.405990016639,NA,NA,103,3.427620632279534,1,31,1.0316139767054908,21,24,0.6,0.2318840579710145,59161,1314.2895174708817,52400,0.07703665533677524,810,180,107,25,32.945091514143094,14548,14772,-224,22739,24620,-1881,17591,17827,-236,292,278,14,498,463,35
2.1,3,7.18,200,Red,Team,Team,Immortals,NA,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,10,13,22,10,13,NA,NA,NA,NA,1,1,0,8.534066666666666,0.33277870216306155,0.43261231281198004,0.7653910149750416,0,9.86185,2,1,2,1,1,1,0,0,0,0,1,19.164916666666667,1,13.1775,0,0,2,9,0,24.660266666666665,0,1,43632,1451.9800332778702,NA,NA,94,3.1281198003327786,1,36,1.1980033277870217,22,30,0.6296296296296297,0.25,50468,1025.0049916805324,48513,-0.07703665533677524,797,113,72,1,30.2828618968386,14772,14548,224,24620,22739,1881,17827,17591,236,278,292,-14,463,498,-35
2.1,4,7.18,1,Blue,Top,sOAZ,Fnatic,Maokai,Ezreal,Jarvan IV,Xayah,Syndra,Taliyah,24.2,0,1,8,5,13,20,0,0,0,0,0,0,0,3.2512333333333334,0.04132231404958678,0,1.3636363636363638,0,10.236683333333334,1,1,0,0,0,0,0,0,0,0,1,NA,0,6.083816666666666,0,0,3,8,0,22.489683333333332,0,1,4815,198.96694214876032,0.13486639403954961,0.14649762133533312,12,0.49586776859504134,0.18181818181818182,3,0.12396694214876033,3,4,NA,NA,6968,154.98842975206608,6300,0.00796812749003984,111,0,0,0,4.586776859504132,2774,2655,119,4139,4325,-186,2995,2840,155,23,25,-2,57,59,-2
2.1,4,7.18,2,Blue,Jungle,Broxah,Fnatic,Elise,Ezreal,Jarvan IV,Xayah,Syndra,Taliyah,24.2,0,3,2,4,13,20,0,0,0,0,0,1,0,3.2512333333333334,0.12396694214876033,0.24793388429752067,1.3636363636363638,1,10.236683333333334,1,1,1,1,0,0,0,1,0,0,1,NA,0,6.083816666666666,0,0,3,8,0,22.489683333333332,0,1,5696,235.37190082644628,0.1595428827516666,0.178799028223696,19,0.7851239669421488,0.2878787878787879,7,0.2892561983471075,4,4,NA,NA,7795,189.16198347107436,7775,-0.17862371888726208,37,65,35,6,4.214876033057852,3705,4300,-595,5322,7083,-1761,3885,4300,-415,49,58,-9,71,111,-40
